grantedModule,grantedAction,checkedModule,checkedAction,expectedAllowed,actualStatus,matchesExpectation,knownIssue
production,edit,sales,delete,false,403,true,""
production,edit,sales,approve,false,403,true,""
production,edit,sales,export,false,403,true,""
production,edit,parties,view,false,403,true,""
production,edit,parties,create,false,403,true,""
production,edit,parties,edit,false,403,true,""
production,edit,parties,delete,false,403,true,""
production,edit,expenses,view,false,403,true,""
production,edit,expenses,create,false,403,true,""
production,edit,expenses,edit,false,403,true,""
production,edit,expenses,delete,false,403,true,""
production,edit,locations,view,false,403,true,""
production,edit,locations,create,false,403,true,""
production,edit,locations,edit,false,403,true,""
production,edit,locations,delete,false,403,true,""
production,edit,reports,view,false,403,true,""
production,edit,settings,view,false,403,true,""
production,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
production,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
production,edit,returns,view,false,403,true,""
production,edit,returns,create,false,403,true,""
production,edit,returns,approve,false,403,true,""
production,edit,users,view,false,403,true,""
production,edit,users,create,false,403,true,""
production,edit,users,edit,false,403,true,""
production,edit,users,delete,false,403,true,""
production,edit,billing,view,false,403,true,""
production,edit,billing,create,false,403,true,""
production,edit,billing,edit,false,403,true,""
production,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
production,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
production,delete,dashboard,view,false,403,true,""
production,delete,dashboard,export,false,403,true,""
production,delete,catalog,view,false,403,true,""
production,delete,catalog,create,false,403,true,""
production,delete,catalog,edit,false,403,true,""
production,delete,catalog,delete,false,403,true,""
production,delete,inventory,view,false,403,true,""
production,delete,inventory,create,false,403,true,""
production,delete,inventory,edit,false,403,true,""
production,delete,procurement,view,false,403,true,""
production,delete,procurement,create,false,403,true,""
production,delete,procurement,edit,false,403,true,""
production,delete,procurement,delete,false,403,true,""
production,delete,procurement,approve,false,403,true,""
production,delete,production,view,false,403,true,""
production,delete,production,create,false,403,true,""
production,delete,production,edit,false,403,true,""
production,delete,production,delete,true,404,true,""
production,delete,shift_log,view,false,403,true,""
production,delete,shift_log,create,false,403,true,""
production,delete,shift_log,delete,false,404,false,""
production,delete,sales,view,false,403,true,""
production,delete,sales,create,false,403,true,""
production,delete,sales,edit,false,403,true,""
production,delete,sales,delete,false,403,true,""
production,delete,sales,approve,false,403,true,""
production,delete,sales,export,false,403,true,""
production,delete,parties,view,false,403,true,""
production,delete,parties,create,false,403,true,""
production,delete,parties,edit,false,403,true,""
production,delete,parties,delete,false,403,true,""
production,delete,expenses,view,false,403,true,""
production,delete,expenses,create,false,403,true,""
production,delete,expenses,edit,false,403,true,""
production,delete,expenses,delete,false,403,true,""
production,delete,locations,view,false,403,true,""
production,delete,locations,create,false,403,true,""
production,delete,locations,edit,false,403,true,""
production,delete,locations,delete,false,403,true,""
production,delete,reports,view,false,403,true,""
production,delete,settings,view,false,403,true,""
production,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
production,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
production,delete,returns,view,false,403,true,""
production,delete,returns,create,false,403,true,""
production,delete,returns,approve,false,403,true,""
production,delete,users,view,false,403,true,""
production,delete,users,create,false,403,true,""
production,delete,users,edit,false,403,true,""
production,delete,users,delete,false,403,true,""
production,delete,billing,view,false,403,true,""
production,delete,billing,create,false,403,true,""
production,delete,billing,edit,false,403,true,""
production,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
production,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
shift_log,view,dashboard,view,false,403,true,""
shift_log,view,dashboard,export,false,403,true,""
shift_log,view,catalog,view,false,403,true,""
shift_log,view,catalog,create,false,403,true,""
shift_log,view,catalog,edit,false,403,true,""
shift_log,view,catalog,delete,false,403,true,""
shift_log,view,inventory,view,false,403,true,""
shift_log,view,inventory,create,false,403,true,""
shift_log,view,inventory,edit,false,403,true,""
shift_log,view,procurement,view,false,403,true,""
shift_log,view,procurement,create,false,403,true,""
shift_log,view,procurement,edit,false,403,true,""
shift_log,view,procurement,delete,false,403,true,""
shift_log,view,procurement,approve,false,403,true,""
shift_log,view,production,view,false,403,true,""
shift_log,view,production,create,false,403,true,""
shift_log,view,production,edit,false,403,true,""
shift_log,view,production,delete,false,403,true,""
shift_log,view,shift_log,view,true,200,true,""
shift_log,view,shift_log,create,false,403,true,""
shift_log,view,shift_log,delete,false,403,true,""
shift_log,view,sales,view,false,403,true,""
shift_log,view,sales,create,false,403,true,""
shift_log,view,sales,edit,false,403,true,""
shift_log,view,sales,delete,false,403,true,""
shift_log,view,sales,approve,false,403,true,""
shift_log,view,sales,export,false,403,true,""
shift_log,view,parties,view,false,403,true,""
shift_log,view,parties,create,false,403,true,""
shift_log,view,parties,edit,false,403,true,""
shift_log,view,parties,delete,false,403,true,""
shift_log,view,expenses,view,false,403,true,""
shift_log,view,expenses,create,false,403,true,""
shift_log,view,expenses,edit,false,403,true,""
shift_log,view,expenses,delete,false,403,true,""
shift_log,view,locations,view,false,403,true,""
shift_log,view,locations,create,false,403,true,""
shift_log,view,locations,edit,false,403,true,""
shift_log,view,locations,delete,false,403,true,""
shift_log,view,reports,view,false,403,true,""
shift_log,view,settings,view,false,403,true,""
shift_log,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
shift_log,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
shift_log,view,returns,view,false,403,true,""
shift_log,view,returns,create,false,403,true,""
shift_log,view,returns,approve,false,403,true,""
shift_log,view,users,view,false,403,true,""
shift_log,view,users,create,false,403,true,""
shift_log,view,users,edit,false,403,true,""
shift_log,view,users,delete,false,403,true,""
shift_log,view,billing,view,false,403,true,""
shift_log,view,billing,create,false,403,true,""
shift_log,view,billing,edit,false,403,true,""
shift_log,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
shift_log,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
shift_log,create,dashboard,view,false,403,true,""
shift_log,create,dashboard,export,false,403,true,""
shift_log,create,catalog,view,false,403,true,""
shift_log,create,catalog,create,false,403,true,""
shift_log,create,catalog,edit,false,403,true,""
shift_log,create,catalog,delete,false,403,true,""
shift_log,create,inventory,view,false,403,true,""
shift_log,create,inventory,create,false,403,true,""
shift_log,create,inventory,edit,false,403,true,""
shift_log,create,procurement,view,false,403,true,""
shift_log,create,procurement,create,false,403,true,""
shift_log,create,procurement,edit,false,403,true,""
shift_log,create,procurement,delete,false,403,true,""
shift_log,create,procurement,approve,false,403,true,""
shift_log,create,production,view,false,403,true,""
shift_log,create,production,create,false,403,true,""
shift_log,create,production,edit,false,403,true,""
shift_log,create,production,delete,false,403,true,""
shift_log,create,shift_log,view,false,403,true,""
shift_log,create,shift_log,create,true,400,true,""
shift_log,create,shift_log,delete,false,403,true,""
shift_log,create,sales,view,false,403,true,""
shift_log,create,sales,create,false,403,true,""
shift_log,create,sales,edit,false,403,true,""
shift_log,create,sales,delete,false,403,true,""
shift_log,create,sales,approve,false,403,true,""
shift_log,create,sales,export,false,403,true,""
shift_log,create,parties,view,false,403,true,""
shift_log,create,parties,create,false,403,true,""
shift_log,create,parties,edit,false,403,true,""
shift_log,create,parties,delete,false,403,true,""
shift_log,create,expenses,view,false,403,true,""
shift_log,create,expenses,create,false,403,true,""
shift_log,create,expenses,edit,false,403,true,""
shift_log,create,expenses,delete,false,403,true,""
shift_log,create,locations,view,false,403,true,""
shift_log,create,locations,create,false,403,true,""
shift_log,create,locations,edit,false,403,true,""
shift_log,create,locations,delete,false,403,true,""
shift_log,create,reports,view,false,403,true,""
shift_log,create,settings,view,false,403,true,""
shift_log,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
shift_log,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
shift_log,create,returns,view,false,403,true,""
shift_log,create,returns,create,false,403,true,""
shift_log,create,returns,approve,false,403,true,""
shift_log,create,users,view,false,403,true,""
shift_log,create,users,create,false,403,true,""
shift_log,create,users,edit,false,403,true,""
shift_log,create,users,delete,false,403,true,""
shift_log,create,billing,view,false,403,true,""
shift_log,create,billing,create,false,403,true,""
shift_log,create,billing,edit,false,403,true,""
shift_log,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
shift_log,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
shift_log,delete,dashboard,view,false,403,true,""
shift_log,delete,dashboard,export,false,403,true,""
shift_log,delete,catalog,view,false,403,true,""
shift_log,delete,catalog,create,false,403,true,""
shift_log,delete,catalog,edit,false,403,true,""
shift_log,delete,catalog,delete,false,403,true,""
shift_log,delete,inventory,view,false,403,true,""
shift_log,delete,inventory,create,false,403,true,""
shift_log,delete,inventory,edit,false,403,true,""
shift_log,delete,procurement,view,false,403,true,""
shift_log,delete,procurement,create,false,403,true,""
shift_log,delete,procurement,edit,false,403,true,""
shift_log,delete,procurement,delete,false,403,true,""
shift_log,delete,procurement,approve,false,403,true,""
shift_log,delete,production,view,false,403,true,""
shift_log,delete,production,create,false,403,true,""
shift_log,delete,production,edit,false,403,true,""
shift_log,delete,production,delete,false,403,true,""
shift_log,delete,shift_log,view,false,403,true,""
shift_log,delete,shift_log,create,false,403,true,""
shift_log,delete,shift_log,delete,true,404,true,""
shift_log,delete,sales,view,false,403,true,""
shift_log,delete,sales,create,false,403,true,""
shift_log,delete,sales,edit,false,403,true,""
shift_log,delete,sales,delete,false,403,true,""
shift_log,delete,sales,approve,false,403,true,""
shift_log,delete,sales,export,false,403,true,""
shift_log,delete,parties,view,false,403,true,""
shift_log,delete,parties,create,false,403,true,""
shift_log,delete,parties,edit,false,403,true,""
shift_log,delete,parties,delete,false,403,true,""
shift_log,delete,expenses,view,false,403,true,""
shift_log,delete,expenses,create,false,403,true,""
shift_log,delete,expenses,edit,false,403,true,""
shift_log,delete,expenses,delete,false,403,true,""
shift_log,delete,locations,view,false,403,true,""
shift_log,delete,locations,create,false,403,true,""
shift_log,delete,locations,edit,false,403,true,""
shift_log,delete,locations,delete,false,403,true,""
shift_log,delete,reports,view,false,403,true,""
shift_log,delete,settings,view,false,403,true,""
shift_log,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
shift_log,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
shift_log,delete,returns,view,false,403,true,""
shift_log,delete,returns,create,false,403,true,""
shift_log,delete,returns,approve,false,403,true,""
shift_log,delete,users,view,false,403,true,""
shift_log,delete,users,create,false,403,true,""
shift_log,delete,users,edit,false,403,true,""
shift_log,delete,users,delete,false,403,true,""
shift_log,delete,billing,view,false,403,true,""
shift_log,delete,billing,create,false,403,true,""
shift_log,delete,billing,edit,false,403,true,""
shift_log,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
shift_log,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
sales,view,dashboard,view,false,403,true,""
sales,view,dashboard,export,false,403,true,""
sales,view,catalog,view,false,403,true,""
sales,view,catalog,create,false,403,true,""
sales,view,catalog,edit,false,403,true,""
sales,view,catalog,delete,false,403,true,""
sales,view,inventory,view,false,403,true,""
sales,view,inventory,create,false,403,true,""
sales,view,inventory,edit,false,403,true,""
sales,view,procurement,view,false,403,true,""
sales,view,procurement,create,false,403,true,""
sales,view,procurement,edit,false,403,true,""
sales,view,procurement,delete,false,403,true,""
sales,view,procurement,approve,false,403,true,""
sales,view,production,view,false,403,true,""
sales,view,production,create,false,403,true,""
sales,view,production,edit,false,403,true,""
sales,view,production,delete,false,403,true,""
sales,view,shift_log,view,false,403,true,""
sales,view,shift_log,create,false,403,true,""
sales,view,shift_log,delete,false,403,true,""
sales,view,sales,view,true,200,true,""
sales,view,sales,create,false,403,true,""
sales,view,sales,edit,false,403,true,""
sales,view,sales,delete,false,403,true,""
sales,view,sales,approve,false,403,true,""
sales,view,sales,export,false,403,true,""
sales,view,parties,view,false,403,true,""
sales,view,parties,create,false,403,true,""
sales,view,parties,edit,false,403,true,""
sales,view,parties,delete,false,403,true,""
sales,view,expenses,view,false,403,true,""
sales,view,expenses,create,false,403,true,""
sales,view,expenses,edit,false,403,true,""
sales,view,expenses,delete,false,403,true,""
sales,view,locations,view,false,403,true,""
sales,view,locations,create,false,403,true,""
sales,view,locations,edit,false,403,true,""
sales,view,locations,delete,false,403,true,""
sales,view,reports,view,false,403,true,""
sales,view,settings,view,false,403,true,""
sales,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
sales,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
sales,view,returns,view,false,403,true,""
sales,view,returns,create,false,403,true,""
sales,view,returns,approve,false,403,true,""
sales,view,users,view,false,403,true,""
sales,view,users,create,false,403,true,""
sales,view,users,edit,false,403,true,""
sales,view,users,delete,false,403,true,""
sales,view,billing,view,false,403,true,""
sales,view,billing,create,false,403,true,""
sales,view,billing,edit,false,403,true,""
sales,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
sales,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
sales,create,dashboard,view,false,403,true,""
sales,create,dashboard,export,false,403,true,""
sales,create,catalog,view,false,403,true,""
sales,create,catalog,create,false,403,true,""
sales,create,catalog,edit,false,403,true,""
sales,create,catalog,delete,false,403,true,""
sales,create,inventory,view,false,403,true,""
sales,create,inventory,create,false,403,true,""
sales,create,inventory,edit,false,403,true,""
sales,create,procurement,view,false,403,true,""
sales,create,procurement,create,false,403,true,""
sales,create,procurement,edit,false,403,true,""
sales,create,procurement,delete,false,403,true,""
sales,create,procurement,approve,false,403,true,""
sales,create,production,view,false,403,true,""
sales,create,production,create,false,403,true,""
sales,create,production,edit,false,403,true,""
sales,create,production,delete,false,403,true,""
sales,create,shift_log,view,false,403,true,""
sales,create,shift_log,create,false,403,true,""
sales,create,shift_log,delete,false,403,true,""
sales,create,sales,view,false,403,true,""
sales,create,sales,create,true,400,true,""
sales,create,sales,edit,false,403,true,""
sales,create,sales,delete,false,403,true,""
sales,create,sales,approve,false,403,true,""
sales,create,sales,export,false,403,true,""
sales,create,parties,view,false,403,true,""
sales,create,parties,create,false,403,true,""
sales,create,parties,edit,false,403,true,""
sales,create,parties,delete,false,403,true,""
sales,create,expenses,view,false,403,true,""
sales,create,expenses,create,false,403,true,""
sales,create,expenses,edit,false,403,true,""
sales,create,expenses,delete,false,403,true,""
sales,create,locations,view,false,403,true,""
sales,create,locations,create,false,403,true,""
sales,create,locations,edit,false,403,true,""
sales,create,locations,delete,false,403,true,""
sales,create,reports,view,false,403,true,""
sales,create,settings,view,false,403,true,""
sales,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
sales,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
sales,create,returns,view,false,403,true,""
sales,create,returns,create,false,403,true,""
sales,create,returns,approve,false,403,true,""
sales,create,users,view,false,403,true,""
sales,create,users,create,false,403,true,""
sales,create,users,edit,false,403,true,""
sales,create,users,delete,false,403,true,""
sales,create,billing,view,false,403,true,""
sales,create,billing,create,false,403,true,""
sales,create,billing,edit,false,403,true,""
sales,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
sales,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
sales,edit,dashboard,view,false,403,true,""
sales,edit,dashboard,export,false,403,true,""
sales,edit,catalog,view,false,403,true,""
sales,edit,catalog,create,false,403,true,""
sales,edit,catalog,edit,false,403,true,""
sales,edit,catalog,delete,false,403,true,""
sales,edit,inventory,view,false,403,true,""
sales,edit,inventory,create,false,403,true,""
sales,edit,inventory,edit,false,403,true,""
sales,edit,procurement,view,false,403,true,""
sales,edit,procurement,create,false,403,true,""
sales,edit,procurement,edit,false,403,true,""
sales,edit,procurement,delete,false,403,true,""
sales,edit,procurement,approve,false,403,true,""
sales,edit,production,view,false,403,true,""
sales,edit,production,create,false,403,true,""
sales,edit,production,edit,false,403,true,""
sales,edit,production,delete,false,403,true,""
sales,edit,shift_log,view,false,403,true,""
sales,edit,shift_log,create,false,403,true,""
sales,edit,shift_log,delete,false,403,true,""
sales,edit,sales,view,false,403,true,""
sales,edit,sales,create,false,403,true,""
sales,edit,sales,edit,true,404,true,""
sales,edit,sales,delete,false,403,true,""
sales,edit,sales,approve,false,403,true,""
sales,edit,sales,export,false,403,true,""
sales,edit,parties,view,false,403,true,""
sales,edit,parties,create,false,403,true,""
sales,edit,parties,edit,false,403,true,""
sales,edit,parties,delete,false,403,true,""
sales,edit,expenses,view,false,403,true,""
sales,edit,expenses,create,false,403,true,""
sales,edit,expenses,edit,false,403,true,""
sales,edit,expenses,delete,false,403,true,""
sales,edit,locations,view,false,403,true,""
sales,edit,locations,create,false,403,true,""
sales,edit,locations,edit,false,403,true,""
sales,edit,locations,delete,false,403,true,""
sales,edit,reports,view,false,403,true,""
sales,edit,settings,view,false,403,true,""
sales,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
sales,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
sales,edit,returns,view,false,403,true,""
sales,edit,returns,create,false,403,true,""
sales,edit,returns,approve,false,403,true,""
sales,edit,users,view,false,403,true,""
sales,edit,users,create,false,403,true,""
sales,edit,users,edit,false,403,true,""
sales,edit,users,delete,false,403,true,""
sales,edit,billing,view,false,403,true,""
sales,edit,billing,create,false,403,true,""
sales,edit,billing,edit,false,403,true,""
sales,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
sales,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
sales,delete,dashboard,view,false,403,true,""
sales,delete,dashboard,export,false,403,true,""
sales,delete,catalog,view,false,403,true,""
sales,delete,catalog,create,false,403,true,""
sales,delete,catalog,edit,false,403,true,""
sales,delete,catalog,delete,false,403,true,""
sales,delete,inventory,view,false,403,true,""
sales,delete,inventory,create,false,403,true,""
sales,delete,inventory,edit,false,403,true,""
sales,delete,procurement,view,false,403,true,""
sales,delete,procurement,create,false,403,true,""
sales,delete,procurement,edit,false,403,true,""
sales,delete,procurement,delete,false,403,true,""
sales,delete,procurement,approve,false,403,true,""
sales,delete,production,view,false,403,true,""
sales,delete,production,create,false,403,true,""
sales,delete,production,edit,false,403,true,""
sales,delete,production,delete,false,403,true,""
sales,delete,shift_log,view,false,403,true,""
sales,delete,shift_log,create,false,403,true,""
sales,delete,shift_log,delete,false,403,true,""
sales,delete,sales,view,false,403,true,""
sales,delete,sales,create,false,403,true,""
sales,delete,sales,edit,false,403,true,""
sales,delete,sales,delete,true,404,true,""
sales,delete,sales,approve,false,403,true,""
sales,delete,sales,export,false,403,true,""
sales,delete,parties,view,false,403,true,""
sales,delete,parties,create,false,403,true,""
sales,delete,parties,edit,false,403,true,""
sales,delete,parties,delete,false,403,true,""
sales,delete,expenses,view,false,403,true,""
sales,delete,expenses,create,false,403,true,""
sales,delete,expenses,edit,false,403,true,""
sales,delete,expenses,delete,false,403,true,""
sales,delete,locations,view,false,403,true,""
sales,delete,locations,create,false,403,true,""
sales,delete,locations,edit,false,403,true,""
sales,delete,locations,delete,false,403,true,""
sales,delete,reports,view,false,403,true,""
sales,delete,settings,view,false,403,true,""
sales,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
sales,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
sales,delete,returns,view,false,403,true,""
sales,delete,returns,create,false,403,true,""
sales,delete,returns,approve,false,403,true,""
sales,delete,users,view,false,403,true,""
sales,delete,users,create,false,403,true,""
sales,delete,users,edit,false,403,true,""
sales,delete,users,delete,false,403,true,""
sales,delete,billing,view,false,403,true,""
sales,delete,billing,create,false,403,true,""
sales,delete,billing,edit,false,403,true,""
sales,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
sales,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
sales,approve,dashboard,view,false,403,true,""
sales,approve,dashboard,export,false,403,true,""
sales,approve,catalog,view,false,403,true,""
sales,approve,catalog,create,false,403,true,""
sales,approve,catalog,edit,false,403,true,""
sales,approve,catalog,delete,false,403,true,""
sales,approve,inventory,view,false,403,true,""
sales,approve,inventory,create,false,403,true,""
sales,approve,inventory,edit,false,403,true,""
sales,approve,procurement,view,false,403,true,""
sales,approve,procurement,create,false,403,true,""
sales,approve,procurement,edit,false,403,true,""
sales,approve,procurement,delete,false,403,true,""
sales,approve,procurement,approve,false,403,true,""
sales,approve,production,view,false,403,true,""
sales,approve,production,create,false,403,true,""
sales,approve,production,edit,false,403,true,""
sales,approve,production,delete,false,403,true,""
sales,approve,shift_log,view,false,403,true,""
sales,approve,shift_log,create,false,403,true,""
sales,approve,shift_log,delete,false,403,true,""
sales,approve,sales,view,false,403,true,""
sales,approve,sales,create,false,403,true,""
sales,approve,sales,edit,false,403,true,""
sales,approve,sales,delete,false,403,true,""
sales,approve,sales,approve,true,404,true,""
sales,approve,sales,export,false,403,true,""
sales,approve,parties,view,false,403,true,""
sales,approve,parties,create,false,403,true,""
sales,approve,parties,edit,false,403,true,""
sales,approve,parties,delete,false,403,true,""
sales,approve,expenses,view,false,403,true,""
sales,approve,expenses,create,false,403,true,""
sales,approve,expenses,edit,false,403,true,""
sales,approve,expenses,delete,false,403,true,""
sales,approve,locations,view,false,403,true,""
sales,approve,locations,create,false,403,true,""
sales,approve,locations,edit,false,403,true,""
sales,approve,locations,delete,false,403,true,""
sales,approve,reports,view,false,403,true,""
sales,approve,settings,view,false,403,true,""
sales,approve,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
sales,approve,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
sales,approve,returns,view,false,403,true,""
sales,approve,returns,create,false,403,true,""
sales,approve,returns,approve,false,403,true,""
sales,approve,users,view,false,403,true,""
sales,approve,users,create,false,403,true,""
sales,approve,users,edit,false,403,true,""
sales,approve,users,delete,false,403,true,""
sales,approve,billing,view,false,403,true,""
sales,approve,billing,create,false,403,true,""
sales,approve,billing,edit,false,403,true,""
sales,approve,stock_transfers,view,false,200,false,"no permission check on GET at all"
sales,approve,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
sales,export,dashboard,view,false,403,true,""
sales,export,dashboard,export,false,403,true,""
sales,export,catalog,view,false,403,true,""
sales,export,catalog,create,false,403,true,""
sales,export,catalog,edit,false,403,true,""
sales,export,catalog,delete,false,403,true,""
sales,export,inventory,view,false,403,true,""
sales,export,inventory,create,false,403,true,""
sales,export,inventory,edit,false,403,true,""
sales,export,procurement,view,false,403,true,""
sales,export,procurement,create,false,403,true,""
sales,export,procurement,edit,false,403,true,""
sales,export,procurement,delete,false,403,true,""
sales,export,procurement,approve,false,403,true,""
sales,export,production,view,false,403,true,""
sales,export,production,create,false,403,true,""
sales,export,production,edit,false,403,true,""
sales,export,production,delete,false,403,true,""
sales,export,shift_log,view,false,403,true,""
sales,export,shift_log,create,false,403,true,""
sales,export,shift_log,delete,false,403,true,""
sales,export,sales,view,false,403,true,""
sales,export,sales,create,false,403,true,""
sales,export,sales,edit,false,403,true,""
sales,export,sales,delete,false,403,true,""
sales,export,sales,approve,false,403,true,""
sales,export,sales,export,true,404,true,""
sales,export,parties,view,false,403,true,""
sales,export,parties,create,false,403,true,""
sales,export,parties,edit,false,403,true,""
sales,export,parties,delete,false,403,true,""
sales,export,expenses,view,false,403,true,""
sales,export,expenses,create,false,403,true,""
sales,export,expenses,edit,false,403,true,""
sales,export,expenses,delete,false,403,true,""
sales,export,locations,view,false,403,true,""
sales,export,locations,create,false,403,true,""
sales,export,locations,edit,false,403,true,""
sales,export,locations,delete,false,403,true,""
sales,export,reports,view,false,403,true,""
sales,export,settings,view,false,403,true,""
sales,export,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
sales,export,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
sales,export,returns,view,false,403,true,""
sales,export,returns,create,false,403,true,""
sales,export,returns,approve,false,403,true,""
sales,export,users,view,false,403,true,""
sales,export,users,create,false,403,true,""
sales,export,users,edit,false,403,true,""
sales,export,users,delete,false,403,true,""
sales,export,billing,view,false,403,true,""
sales,export,billing,create,false,403,true,""
sales,export,billing,edit,false,403,true,""
sales,export,stock_transfers,view,false,200,false,"no permission check on GET at all"
sales,export,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
parties,view,dashboard,view,false,403,true,""
parties,view,dashboard,export,false,403,true,""
parties,view,catalog,view,false,403,true,""
parties,view,catalog,create,false,403,true,""
parties,view,catalog,edit,false,403,true,""
parties,view,catalog,delete,false,403,true,""
parties,view,inventory,view,false,403,true,""
parties,view,inventory,create,false,403,true,""
parties,view,inventory,edit,false,403,true,""
parties,view,procurement,view,false,403,true,""
parties,view,procurement,create,false,403,true,""
parties,view,procurement,edit,false,403,true,""
parties,view,procurement,delete,false,403,true,""
parties,view,procurement,approve,false,403,true,""
parties,view,production,view,false,403,true,""
parties,view,production,create,false,403,true,""
parties,view,production,edit,false,403,true,""
parties,view,production,delete,false,403,true,""
parties,view,shift_log,view,false,403,true,""
parties,view,shift_log,create,false,403,true,""
parties,view,shift_log,delete,false,403,true,""
parties,view,sales,view,false,403,true,""
parties,view,sales,create,false,403,true,""
parties,view,sales,edit,false,403,true,""
parties,view,sales,delete,false,403,true,""
parties,view,sales,approve,false,403,true,""
parties,view,sales,export,false,403,true,""
parties,view,parties,view,true,200,true,""
parties,view,parties,create,false,403,true,""
parties,view,parties,edit,false,403,true,""
parties,view,parties,delete,false,403,true,""
parties,view,expenses,view,false,403,true,""
parties,view,expenses,create,false,403,true,""
parties,view,expenses,edit,false,403,true,""
parties,view,expenses,delete,false,403,true,""
parties,view,locations,view,false,403,true,""
parties,view,locations,create,false,403,true,""
parties,view,locations,edit,false,403,true,""
parties,view,locations,delete,false,403,true,""
parties,view,reports,view,false,403,true,""
parties,view,settings,view,false,403,true,""
parties,view,vendor_orders,view,false,200,false,"internal roles; only checked on vendor portal"
parties,view,customer_orders,view,false,200,false,"internal roles; only checked on customer portal"
parties,view,returns,view,false,403,true,""
parties,view,returns,create,false,403,true,""
parties,view,returns,approve,false,403,true,""
parties,view,users,view,false,403,true,""
parties,view,users,create,false,403,true,""
parties,view,users,edit,false,403,true,""
parties,view,users,delete,false,403,true,""
parties,view,billing,view,false,403,true,""
parties,view,billing,create,false,403,true,""
parties,view,billing,edit,false,403,true,""
parties,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
parties,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
parties,create,dashboard,view,false,403,true,""
parties,create,dashboard,export,false,403,true,""
parties,create,catalog,view,false,403,true,""
parties,create,catalog,create,false,403,true,""
parties,create,catalog,edit,false,403,true,""
parties,create,catalog,delete,false,403,true,""
parties,create,inventory,view,false,403,true,""
parties,create,inventory,create,false,403,true,""
parties,create,inventory,edit,false,403,true,""
parties,create,procurement,view,false,403,true,""
parties,create,procurement,create,false,403,true,""
parties,create,procurement,edit,false,403,true,""
parties,create,procurement,delete,false,403,true,""
parties,create,procurement,approve,false,403,true,""
parties,create,production,view,false,403,true,""
parties,create,production,create,false,403,true,""
parties,create,production,edit,false,403,true,""
parties,create,production,delete,false,403,true,""
parties,create,shift_log,view,false,403,true,""
parties,create,shift_log,create,false,403,true,""
parties,create,shift_log,delete,false,403,true,""
parties,create,sales,view,false,403,true,""
parties,create,sales,create,false,403,true,""
parties,create,sales,edit,false,403,true,""
parties,create,sales,delete,false,403,true,""
parties,create,sales,approve,false,403,true,""
parties,create,sales,export,false,403,true,""
parties,create,parties,view,false,403,true,""
parties,create,parties,create,true,500,true,""
parties,create,parties,edit,false,403,true,""
parties,create,parties,delete,false,403,true,""
parties,create,expenses,view,false,403,true,""
parties,create,expenses,create,false,403,true,""
